level;id;profil_id;applicantcount;loannb;firstloan_amount;firstloan_type;firstloan_type_tax;firstloan_rate;firstloan_duration_years;firstloan_differ_months;contract_start_months;primary_applicant_sex;primary_applicant_age;primary_applicant_marital_status;post_code;primary_applicant_occupation_code;primary_applicant_contract;primary_applicant_working_time;primary_applicant_travel;primary_applicant_risk;primary_applicant_smoke;primary_applicant_share;contract_start_date;object;loan_effective;loan_one_year;lending_bank
FUR2018;111;FUR2018_111;Oui;1;105082;Amortissable;Fixe;2,59;15;0;4;Femme;66;Concubinage;16240;Retraité;;;;;Non;1;;Résidence principale;Prêt à signer;;Société Générale
FUR2018;112;FUR2018_112;Oui;1;337221;Amortissable;Fixe;2,06;21;0;3;Homme;31;Célibataire;91150;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;113;FUR2018_113;Oui;1;223466;Amortissable;Fixe;1,51;7;0;1;Homme;32;Marié;22160;Profession Libérale;TNS;Temps plein;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Non;Banque postale
FUR2018;114;FUR2018_114;Oui;1;125971;Amortissable;Fixe;3,31;14;1;7;Homme;26;Divorcé;12700;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Oui;Je ne sais pas
FUR2018;115;FUR2018_115;Oui;1;64452;Amortissable;Fixe;3,08;15;0;0;Femme;50;Divorcé;27300;Salarié;CDD;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit mutuel
FUR2018;116;FUR2018_116;Oui;1;185132;Amortissable;Fixe;1,49;20;0;2;Femme;53;Célibataire;42720;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;117;FUR2018_117;Oui;1;158982;Amortissable;Fixe;1,66;28;0;0;Femme;54;Concubinage;40500;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Investissement locatif;Prêt signé;Oui;Credit Agricole
FUR2018;118;FUR2018_118;Oui;1;316924;Amortissable;Fixe;1,5;13;13;0;Homme;41;Marié;69640;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Investissement locatif;Prêt à signer;;CIC
FUR2018;119;FUR2018_119;Oui;1;90069;Amortissable;Fixe;1,47;28;0;0;Femme;39;Marié;08090;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;120;FUR2018_120;Oui;1;101872;Amortissable;Variable;3,41;15;0;0;Homme;46;Marié;68770;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;121;FUR2018_121;Oui;1;69072;Amortissable;Fixe;1,24;23;0;0;Homme;51;Marié;25140;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;122;FUR2018_122;Oui;1;175224;Amortissable;Fixe;0,22;29;13;0;Homme;48;Marié;33540;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;CIC
FUR2018;123;FUR2018_123;Oui;1;84403;Amortissable;Fixe;1,26;18;0;3;Femme;35;Pacs;33230;Salarié;CDI;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;124;FUR2018_124;Oui;1;286361;Amortissable;Fixe;2,42;17;0;0;Femme;38;Marié;08160;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque postale
FUR2018;125;FUR2018_125;Oui;1;121969;Amortissable;Fixe;1,03;26;0;5;Femme;42;Marié;41290;Salarié cadre;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;126;FUR2018_126;Oui;1;12979;Amortissable;Fixe;2,79;13;3;0;Homme;40;Célibataire;31110;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Banque populaire
FUR2018;127;FUR2018_127;Oui;1;191617;Amortissable;Fixe;1,46;22;0;2;Homme;38;Marié;83210;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;128;FUR2018_128;Oui;1;337813;Amortissable;Fixe;1,92;23;0;9;Femme;37;Marié;77174;Artisan;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt à signer;;Credit Foncier de France
FUR2018;129;FUR2018_129;Oui;1;133911;Amortissable;Fixe;1,51;25;0;5;Homme;39;Célibataire;80000;Agriculteur;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Investissement locatif;Prêt signé;Non;Boursorama
FUR2018;130;FUR2018_130;Oui;1;60464;Amortissable;Fixe;1,49;17;0;11;Homme;36;Marié;25520;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;131;FUR2018_131;Oui;1;104364;Amortissable;Fixe;5,73;16;0;4;Femme;26;Marié;62760;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;132;FUR2018_132;Oui;1;77730;Amortissable;Fixe;2;28;36;1;Femme;44;Célibataire;62760;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque postale
FUR2018;133;FUR2018_133;Oui;1;133665;Amortissable;Fixe;1,83;27;0;0;Femme;30;Séparé;14140;Profession Libérale;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Autres;Prêt signé;Oui;BNP Paribas
FUR2018;134;FUR2018_134;Oui;1;87481;Amortissable;Variable;2,46;28;0;6;Homme;29;Marié;91520;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;135;FUR2018_135;Oui;1;245962;Amortissable;Fixe;1,46;15;0;0;Homme;43;Marié;01800;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;136;FUR2018_136;Oui;1;592426;Amortissable;Fixe;1,91;19;0;0;Femme;49;Concubinage;13100;Profession Libérale;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;137;FUR2018_137;Oui;1;91527;Amortissable;Fixe;1,44;19;0;1;Femme;41;Marié;95240;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;CIC
FUR2018;138;FUR2018_138;Oui;1;120251;Amortissable;Fixe;2,47;19;30;2;Femme;34;Pacs;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque postale
FUR2018;139;FUR2018_139;Oui;1;75698;Amortissable;Fixe;1,02;23;0;2;Femme;34;Divorcé;37130;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;140;FUR2018_140;Oui;1;101933;Amortissable;Fixe;1,67;10;0;3;Femme;41;Marié;06510;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;BNP Paribas
FUR2018;141;FUR2018_141;Oui;1;173422;Amortissable;Fixe;1,31;20;0;0;Femme;53;Concubinage;85540;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;142;FUR2018_142;Oui;1;185728;Amortissable;Fixe;2,5;29;0;0;Homme;37;Marié;11380;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;143;FUR2018_143;Oui;1;396645;Amortissable;Fixe;1,87;28;0;0;Femme;33;Marié;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Non;Société Générale
FUR2018;144;FUR2018_144;Oui;1;144417;Amortissable;Fixe;1,98;26;33;0;Homme;36;Célibataire;77950;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt à signer;;Banque postale
FUR2018;145;FUR2018_145;Oui;1;335332;Amortissable;Fixe;1,47;19;0;3;Homme;53;Célibataire;29810;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;Autre
FUR2018;146;FUR2018_146;Oui;1;205176;Amortissable;Fixe;1,51;23;0;0;Homme;35;Pacs;71130;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;147;FUR2018_147;Oui;1;185549;Amortissable;Fixe;2,82;20;0;0;Homme;30;Marié;91740;Fonctionnaire;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;148;FUR2018_148;Oui;1;93799;In Fine;Fixe;1,57;1;0;10;Homme;39;Marié;13550;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;149;FUR2018_149;Oui;1;408876;Amortissable;Fixe;1,35;21;0;3;Femme;31;Concubinage;38960;Fonctionnaire;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;150;FUR2018_150;Oui;1;512682;Amortissable;Fixe;1,37;26;0;9;Homme;38;Célibataire;01600;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;151;FUR2018_151;Oui;1;54157;Amortissable;Fixe;1,66;22;0;0;Femme;49;Marié;02000;Fonctionnaire;CDD;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;152;FUR2018_152;Oui;1;441057;Amortissable;Fixe;1,74;3;0;3;Femme;48;Célibataire;95000;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Credit Agricole
FUR2018;153;FUR2018_153;Oui;1;190030;Amortissable;Fixe;1,98;24;0;0;Femme;50;Marié;21700;Fonctionnaire;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Credit Immobilier de France
FUR2018;154;FUR2018_154;Oui;1;270977;Amortissable;Fixe;3,93;12;0;4;Homme;31;Célibataire;43300;Profession Libérale;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;BNP Paribas
FUR2018;155;FUR2018_155;Oui;1;494114;Amortissable;Fixe;2,15;13;0;0;Homme;46;Célibataire;31220;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Non;Barclays
FUR2018;156;FUR2018_156;Oui;1;120735;Amortissable;Fixe;3,67;27;0;10;Homme;38;Célibataire;62760;Salarié cadre;CDI;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;157;FUR2018_157;Oui;1;372612;Amortissable;Fixe;1,44;26;0;0;Homme;32;Marié;34120;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;158;FUR2018_158;Oui;1;189314;Amortissable;Fixe;1,83;23;0;1;Femme;47;Marié;37260;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Boursorama
FUR2018;159;FUR2018_159;Oui;1;157070;Amortissable;Fixe;1,41;23;0;0;Homme;56;Pacs;34230;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Société Générale
FUR2018;160;FUR2018_160;Oui;1;51359;Amortissable;Fixe;1,19;25;0;9;Femme;32;Marié;08220;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;161;FUR2018_161;Oui;1;119524;Amortissable;Fixe;1,93;27;0;11;Homme;39;Pacs;91490;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt à signer;;Credit mutuel
FUR2018;162;FUR2018_162;Oui;1;347365;Amortissable;Fixe;1,94;11;0;5;Homme;25;Concubinage;91640;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;163;FUR2018_163;Oui;1;68566;Amortissable;Fixe;1,59;23;0;10;Homme;47;Célibataire;68210;Fonctionnaire;CDI;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;LCL
FUR2018;164;FUR2018_164;Oui;1;93732;Amortissable;Fixe;1,81;13;0;0;Femme;55;Pacs;77138;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;165;FUR2018_165;Oui;1;219264;Amortissable;Fixe;2;18;0;0;Homme;25;Concubinage;24440;Enseignant;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;166;FUR2018_166;Oui;1;199249;Amortissable;Fixe;2,42;18;0;4;Femme;48;Marié;78550;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;167;FUR2018_167;Oui;1;186287;Amortissable;Fixe;0,54;28;0;0;Femme;49;Concubinage;83210;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Société Générale
FUR2018;168;FUR2018_168;Oui;1;206783;Amortissable;Fixe;1,31;23;0;0;Homme;39;Marié;62760;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit mutuel
FUR2018;169;FUR2018_169;Oui;1;263801;Amortissable;Fixe;1,58;10;0;4;Femme;29;Marié;62760;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Je ne sais pas
FUR2018;170;FUR2018_170;Oui;1;114994;Amortissable;Fixe;2,27;25;0;5;Femme;29;Concubinage;69220;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Oui;Credit Agricole
FUR2018;171;FUR2018_171;Oui;1;600000;Amortissable;Fixe;1,35;17;0;5;Homme;40;Pacs;92390;Salarié;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Oui;Caisse d'Epargne
FUR2018;172;FUR2018_172;Oui;1;83553;Amortissable;Fixe;1,62;25;0;11;Homme;45;Marié;17770;Enseignant;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;173;FUR2018_173;Oui;1;105346;Amortissable;Fixe;1,6;14;0;0;Homme;48;Célibataire;72320;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;174;FUR2018_174;Oui;1;185398;Amortissable;Fixe;1,89;11;0;0;Homme;29;Marié;01260;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque postale
FUR2018;175;FUR2018_175;Oui;1;143423;Amortissable;Fixe;1,2;16;0;0;Femme;57;Marié;18200;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;176;FUR2018_176;Oui;1;79883;Amortissable;Fixe;1,43;20;0;4;Homme;42;Célibataire;13330;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;177;FUR2018_177;Oui;1;237910;Amortissable;Fixe;2,14;13;0;0;Femme;26;Marié;76890;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;178;FUR2018_178;Oui;1;18386;Amortissable;Fixe;1,71;14;0;0;Homme;42;Marié;94140;Salarié;CDI;Temps plein;Plus de 30.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Société Générale
FUR2018;179;FUR2018_179;Oui;1;202170;Amortissable;Fixe;1,83;20;0;4;Femme;36;Marié;67130;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Société Générale
FUR2018;180;FUR2018_180;Oui;1;282023;Amortissable;Fixe;1,13;6;0;5;Homme;33;Pacs;13550;Salarié cadre;CDI;Temps partiel;Entre 15.000 et 30.000 km par an;Non;Non;1;;Autres;Prêt à signer;;Credit Agricole
FUR2018;181;FUR2018_181;Oui;1;130196;Amortissable;Fixe;1,33;17;0;3;Homme;45;Pacs;30840;Profession Libérale;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;182;FUR2018_182;Oui;1;144216;Amortissable;Fixe;1,18;20;0;4;Homme;26;Célibataire;91280;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;183;FUR2018_183;Oui;1;151992;Amortissable;Fixe;1,97;17;0;0;Femme;41;Pacs;02200;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;184;FUR2018_184;Oui;1;224061;Amortissable;Fixe;0,63;16;0;0;Homme;26;Célibataire;92150;Salarié;Saisonnier;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Credit Agricole
FUR2018;185;FUR2018_185;Oui;1;112796;Amortissable;Fixe;1,3;23;0;0;Homme;43;Marié;62760;Commerçant;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;186;FUR2018_186;Oui;1;133850;Amortissable;Fixe;2,83;25;0;1;Femme;36;Concubinage;29590;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Autres;Prêt signé;Oui;Autre
FUR2018;187;FUR2018_187;Oui;1;103007;Amortissable;Fixe;1,58;13;0;3;Homme;44;Marié;31530;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;188;FUR2018_188;Oui;1;379519;Amortissable;Fixe;2,28;29;5;0;Homme;49;Concubinage;31430;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Non;Caisse d'Epargne
FUR2018;189;FUR2018_189;Oui;1;105518;Amortissable;Fixe;1,45;16;0;0;Homme;49;Divorcé;34800;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque postale
FUR2018;190;FUR2018_190;Oui;1;163287;Amortissable;Fixe;0,1;10;0;0;Homme;53;Concubinage;91660;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Autre
FUR2018;191;FUR2018_191;Oui;1;140795;Amortissable;Fixe;1,49;25;10;2;Femme;25;Célibataire;13790;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;192;FUR2018_192;Oui;1;50991;Amortissable;Fixe;1,62;13;0;0;Femme;31;Célibataire;85360;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;CIC
FUR2018;193;FUR2018_193;Oui;1;236740;Amortissable;Fixe;1,44;5;0;3;Femme;34;Marié;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Autre
FUR2018;194;FUR2018_194;Oui;1;151385;Amortissable;Fixe;1,44;24;0;4;Femme;51;Célibataire;33180;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Je ne sais pas
FUR2018;195;FUR2018_195;Oui;1;67414;Amortissable;Fixe;1,36;28;0;0;Femme;42;Marié;44190;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;196;FUR2018_196;Oui;1;82687;Amortissable;Fixe;1,55;16;0;2;Homme;41;Marié;12350;Salarié cadre;Intérimaire;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;197;FUR2018_197;Oui;1;193833;Amortissable;Fixe;2;5;0;4;Femme;29;Marié;24550;Salarié cadre;Saisonnier;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Banque postale
FUR2018;198;FUR2018_198;Oui;1;167490;Amortissable;Fixe;1,73;17;0;5;Homme;45;Célibataire;91720;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Non;Caisse d'Epargne
FUR2018;199;FUR2018_199;Oui;1;100831;Amortissable;Fixe;1,24;5;0;0;Homme;46;Marié;37300;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Caisse d'Epargne
FUR2018;200;FUR2018_200;Oui;1;91689;Amortissable;Fixe;1,86;22;0;0;Homme;43;Célibataire;88170;Salarié cadre;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;201;FUR2018_201;Oui;1;118675;Amortissable;Fixe;1,55;16;0;3;Homme;39;Marié;73390;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit mutuel
FUR2018;202;FUR2018_202;Oui;1;208018;Amortissable;Fixe;2,04;27;0;0;Femme;37;Célibataire;13180;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;CIC
FUR2018;203;FUR2018_203;Oui;1;92605;Amortissable;Fixe;1,76;29;0;0;Femme;55;Marié;94200;Artisan;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Oui;Société Générale
FUR2018;204;FUR2018_204;Oui;1;267497;Amortissable;Fixe;1,75;22;36;1;Homme;39;Célibataire;33000;Fonctionnaire;CDI;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Boursorama
FUR2018;205;FUR2018_205;Oui;1;447548;Amortissable;Fixe;1,64;23;0;2;Homme;32;Marié;36100;Salarié cadre;Intérimaire;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;HSBC
FUR2018;206;FUR2018_206;Oui;1;133918;Amortissable;Fixe;1,47;28;0;5;Homme;53;Marié;32290;Salarié cadre;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;207;FUR2018_207;Oui;1;146062;Amortissable;Fixe;2,28;22;0;5;Homme;32;Célibataire;49260;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Credit Foncier de France
FUR2018;208;FUR2018_208;Oui;1;93837;Amortissable;Fixe;1,93;23;0;1;Homme;40;Marié;39230;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;CIC
FUR2018;209;FUR2018_209;Oui;1;108798;Amortissable;Fixe;0,87;17;0;0;Homme;30;Célibataire;06390;Fonctionnaire;TNS;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit mutuel
FUR2018;210;FUR2018_210;Oui;1;387827;Amortissable;Fixe;2,96;6;0;2;Femme;55;Marié;38142;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;211;FUR2018_211;Oui;1;189516;Amortissable;Fixe;1,62;14;0;2;Homme;44;Concubinage;32390;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;212;FUR2018_212;Oui;1;219606;Amortissable;Fixe;2,83;26;0;0;Homme;51;Concubinage;86300;Recherche d'emploi;;;;;Non;1;;Résidence principale;Prêt à signer;;CIC
FUR2018;213;FUR2018_213;Oui;1;133244;Amortissable;Fixe;1,16;23;0;5;Homme;45;Célibataire;37370;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque postale
FUR2018;214;FUR2018_214;Oui;1;248894;Amortissable;Fixe;0,17;21;0;0;Femme;26;Concubinage;62760;Artisan;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Investissement locatif;Prêt signé;Oui;Credit mutuel
FUR2018;215;FUR2018_215;Oui;1;296632;Amortissable;Fixe;2,42;9;0;0;Homme;38;Divorcé;88700;Enseignant;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;216;FUR2018_216;Oui;1;128129;Amortissable;Fixe;2,08;25;0;0;Femme;40;Marié;93400;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;217;FUR2018_217;Oui;1;244433;Amortissable;Variable;2,35;23;0;0;Homme;32;Célibataire;11410;Salarié;CDI;Temps partiel;Moins de 15.000 km par an;Oui;Non;1;;Investissement locatif;Prêt signé;Oui;Caisse d'Epargne
FUR2018;218;FUR2018_218;Oui;1;165923;Amortissable;Fixe;2,51;27;0;0;Homme;42;Pacs;44190;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;219;FUR2018_219;Oui;1;80265;Amortissable;Fixe;1,92;22;0;0;Homme;54;Marié;62760;Fonctionnaire;TNS;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;220;FUR2018_220;Oui;1;214744;Amortissable;Fixe;2,28;10;0;0;Femme;38;Marié;25270;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt signé;Oui;Caisse d'Epargne
FUR2018;221;FUR2018_221;Oui;1;50356;Amortissable;Fixe;1,22;30;0;2;Femme;44;Concubinage;89190;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
