"","profilID","insurer","coverage","price.x","price.y","Var_Price","price","type","level","id","applicantcount","loannb","firstloan_amount","firstloan_type","firstloan_type_tax","firstloan_rate","firstloan_duration_years","firstloan_differ","contract_start_days","primary_applicant_sex","primary_applicant_age","primary_applicant_marital_status","post_code","primary_applicant_occupation_code","primary_applicant_contract","primary_applicant_working_time","primary_applicant_travel","primary_applicant_risk","primary_applicant_smoke","primary_applicant_share","secondary_applicant_sex","secondary_applicant_age","secondary_applicant_marital_status","secondary_applicant_occupation_code","secondary_applicant_contract","secondary_applicant_working_time","secondary_applicant_travel","secondary_applicant_risk","secondary_applicant_smoke","secondary_applicant_share","contract_start_date"
"70","LOAN2017_152","Groupe AXA","Minimum",5240,5288,-0.0090771558245083,5240,"CLASSIQUE","LOAN2017",152,"Non",1,180010,"Amortissable","Variable","1,8",20,0,159,"Femme",33,"Pacs",13200,"Recherche d'emploi","None","None","None","None","Non",0.5,"Homme","43","Pacs","Artisan","CDI","Temps plein","Moins de 15.000 km par an","Non","oui","0.5",NA
"71","LOAN2017_154","Groupe AXA","Minimum",1019,1001,0.017982017982018,1019,"CLASSIQUE","LOAN2017",154,"Non",1,185724,"Amortissable","Fixe","1,6",14,0,142,"Homme",30,"Célibataire",75011,"Salarié cadre","CDI","Temps plein","Non","Non","Non",0.7,"Homme","27","Marié","Fonctionnaire","CDI","Temps plein","Non","Oui","Non","0.3",NA
"72","LOAN2017_155","Groupe AXA","Minimum",3248,3224,0.00744416873449127,3248,"CLASSIQUE","LOAN2017",155,"Non",1,299690,"Amortissable","Fixe","1,7",20,0,179,"Femme",35,"Pacs",59216,"Profession Libérale","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.7,"Homme","25","Marié","Ouvrier","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"73","LOAN2017_157","Groupe AXA","Formule Optimum",37066,37018,0.00129666648657412,37066,"CLASSIQUE","LOAN2017",157,"Non",1,233960,"Amortissable","Fixe","1,6",18,0,128,"Homme",57,"Concubinage",17100,"Ouvrier","CDI","Temps plein","Moins de 15.000 km par an","Non","oui",0.5,"Homme","53","Marié","Chef d'entreprise","CDI","Temps plein","Non","Non","Non","0.5",NA
"74","LOAN2017_157","Groupe AXA","Minimum",26117,26831,-0.0266110096530133,26117,"CLASSIQUE","LOAN2017",157,"Non",1,233960,"Amortissable","Fixe","1,6",18,0,128,"Homme",57,"Concubinage",17100,"Ouvrier","CDI","Temps plein","Moins de 15.000 km par an","Non","oui",0.5,"Homme","53","Marié","Chef d'entreprise","CDI","Temps plein","Non","Non","Non","0.5",NA
"75","LOAN2017_158","Groupe AXA","Formule Optimum",14112,14100,0.000851063829787169,14112,"CLASSIQUE","LOAN2017",158,"Non",1,600000,"Amortissable","Fixe","1,8",20,0,143,"Homme",31,"Célibataire",89800,"Enseignant","CDI","Temps plein","Non","Non","oui",0.7,"Femme","36","Marié","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"76","LOAN2017_158","Groupe AXA","Minimum",8966,8921,0.00504427754736025,8966,"CLASSIQUE","LOAN2017",158,"Non",1,600000,"Amortissable","Fixe","1,8",20,0,143,"Homme",31,"Célibataire",89800,"Enseignant","CDI","Temps plein","Non","Non","oui",0.7,"Femme","36","Marié","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"77","LOAN2017_159","Groupe AXA","Formule Optimum",20425,19033,0.0731361319812955,20425,"CLASSIQUE","LOAN2017",159,"Non",1,401000,"Amortissable","Variable","1,8",25,0,8,"Homme",34,"Célibataire",69440,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.7,"Femme","45","Marié","Fonctionnaire","Intérimaire","Temps plein","Non","Non","oui","0.3",NA
"78","LOAN2017_159","Groupe AXA","Minimum",13728,12806,0.0719975011713259,13728,"CLASSIQUE","LOAN2017",159,"Non",1,401000,"Amortissable","Variable","1,8",25,0,8,"Homme",34,"Célibataire",69440,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.7,"Femme","45","Marié","Fonctionnaire","Intérimaire","Temps plein","Non","Non","oui","0.3",NA
"79","LOAN2017_160","Groupe AXA","Minimum",2794,2606,0.0721412125863392,2794,"CLASSIQUE","LOAN2017",160,"Non",1,210400,"Amortissable","Fixe","1,8",15,0,36,"Femme",46,"Divorcé",77360,"Profession Libérale","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.5,"Homme","32","Célibataire","Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.5",NA
"80","LOAN2017_161","Groupe AXA","Formule Optimum",3468,3495,-0.00772532188841202,3468,"CLASSIQUE","LOAN2017",161,"Oui",1,130000,"Amortissable","Variable","1,4",20,2,124,"Homme",39,"Concubinage",34340,"Salarié cadre","CDI","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"81","LOAN2017_161","Groupe AXA","Minimum",2180,2203,-0.0104403086699955,2180,"CLASSIQUE","LOAN2017",161,"Oui",1,130000,"Amortissable","Variable","1,4",20,2,124,"Homme",39,"Concubinage",34340,"Salarié cadre","CDI","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"82","LOAN2017_163","Groupe AXA","Formule Optimum",5413,5173,0.0463947419292481,5413,"CLASSIQUE","LOAN2017",163,"Non",1,153000,"Amortissable","Fixe","2,1",25,2,83,"Homme",32,"Marié",93600,"Etudiant","None","None","None","None","Non",0.7,"Homme","45","Marié","Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"83","LOAN2017_163","Groupe AXA","Minimum",3454,3317,0.0413023816701839,3454,"CLASSIQUE","LOAN2017",163,"Non",1,153000,"Amortissable","Fixe","2,1",25,2,83,"Homme",32,"Marié",93600,"Etudiant","None","None","None","None","Non",0.7,"Homme","45","Marié","Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"84","LOAN2017_164","Groupe AXA","Formule Optimum",3772,3804,-0.00841219768664558,3772,"CLASSIQUE","LOAN2017",164,"Non",1,57800,"Amortissable","Variable","1,8",25,0,231,"Femme",41,"Célibataire",90800,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","oui",0.7,"Homme","34","Divorcé","Fonctionnaire","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"85","LOAN2017_164","Groupe AXA","Minimum",2549,2581,-0.0123982952344053,2549,"CLASSIQUE","LOAN2017",164,"Non",1,57800,"Amortissable","Variable","1,8",25,0,231,"Femme",41,"Célibataire",90800,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","oui",0.7,"Homme","34","Divorcé","Fonctionnaire","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"86","LOAN2017_165","Groupe AXA","Minimum",7540,7642,-0.0133472912850039,7540,"CLASSIQUE","LOAN2017",165,"Oui",1,255000,"Amortissable","Fixe","1,4",15,1,88,"Homme",51,"Marié",54360,"Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"87","LOAN2017_166","Groupe AXA","Minimum",1748,1721,0.0156885531667634,1748,"CLASSIQUE","LOAN2017",166,"Oui",1,204000,"Amortissable","Variable","1,7",20,0,155,"Homme",29,"Célibataire",11190,"Salarié ","Intérimaire","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"88","LOAN2017_167","Groupe AXA","Minimum",6659,6212,0.0719575016097875,6659,"CLASSIQUE","LOAN2017",167,"Oui",1,170000,"In Fine","Fixe","1,4",20,0,32,"Homme",30,"Concubinage",13290,"Salarié cadre","TNS","Temps partiel","Non","Non","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"89","LOAN2017_168","Groupe AXA","Minimum",1684,1667,0.0101979604079183,1684,"CLASSIQUE","LOAN2017",168,"Oui",1,144000,"Amortissable","Fixe","1,1",25,0,121,"Femme",29,"Marié",34480,"Salarié ","CDI","Temps plein","Entre 15.000 et 20.000 km par an","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"90","LOAN2017_169","Groupe AXA","Minimum",2158,2042,0.0568070519098922,2158,"CLASSIQUE","LOAN2017",169,"Non",1,174910,"Amortissable","Fixe","1,8",20,0,313,"Homme",38,"Célibataire",44700,"Salarié cadre","CDI","Temps plein","Non","Non","Non",0.5,"Homme","27","Concubinage","Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.5",NA
"91","LOAN2017_17","Groupe AXA","Formule Optimum",2948,3062,-0.0372305682560418,2948,"CLASSIQUE","LOAN2017",17,"Non",1,150000,"Amortissable","Fixe","1,7",20,0,70,"Homme",36,"Marié",75006,"Chef d'entreprise","CDI","Temps plein","Non","Non","Non",0.7,"Femme","37","Marié","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"92","LOAN2017_17","Groupe AXA","Minimum",1839,1917,-0.0406885758998435,1839,"CLASSIQUE","LOAN2017",17,"Non",1,150000,"Amortissable","Fixe","1,7",20,0,70,"Homme",36,"Marié",75006,"Chef d'entreprise","CDI","Temps plein","Non","Non","Non",0.7,"Femme","37","Marié","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"93","LOAN2017_170","Groupe AXA","Minimum",473,470,0.00638297872340421,473,"CLASSIQUE","LOAN2017",170,"Oui",1,68000,"Amortissable","Fixe","1,4",15,0,113,"Homme",34,"Divorcé",69650,"Salarié ","CDI","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"94","LOAN2017_171","Groupe AXA","Minimum",1508,1528,-0.0130890052356021,1508,"CLASSIQUE","LOAN2017",171,"Non",1,53050,"Amortissable","Fixe","1,7",15,2,57,"Homme",40,"Célibataire",62310,"Salarié cadre","CDI","Temps plein","Non","Non","Non",0.5,"Homme","56","Célibataire","Recherche d'emploi","None","None","None","None","Non","0.5",NA
"95","LOAN2017_172","Groupe AXA","Minimum",4014,4033,-0.00471113315150007,4014,"CLASSIQUE","LOAN2017",172,"Oui",1,230024,"Amortissable","Fixe","2",15,1,150,"Homme",38,"Célibataire",54330,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"96","LOAN2017_173","Groupe AXA","Minimum",3294,3318,-0.00723327305605792,3294,"CLASSIQUE","LOAN2017",173,"Non",1,216810,"Amortissable","Fixe","1,6",20,0,260,"Femme",30,"Divorcé",95380,"Salarié ","CDI","Temps plein","Non","Non","Non",0.5,"Femme","42","Marié","Salarié cadre","Saisonnier","Temps plein","Non","Non","Non","0.5",NA
"97","LOAN2017_174","Groupe AXA","Formule Optimum",3743,4222,-0.113453339649455,3743,"CLASSIQUE","LOAN2017",174,"Oui",1,87825,"In Fine","Fixe","1,7",15,0,178,"Homme",37,"Concubinage",92370,"Recherche d'emploi","None","None","None","None","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"98","LOAN2017_174","Groupe AXA","Minimum",3069,3461,-0.113262062987576,3069,"CLASSIQUE","LOAN2017",174,"Oui",1,87825,"In Fine","Fixe","1,7",15,0,178,"Homme",37,"Concubinage",92370,"Recherche d'emploi","None","None","None","None","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"99","LOAN2017_175","Groupe AXA","Minimum",1603,1625,-0.0135384615384615,1603,"CLASSIQUE","LOAN2017",175,"Oui",1,56000,"Amortissable","Fixe","1,5",25,4,175,"Femme",41,"Marié",38190,"Salarié ","Intérimaire","Temps plein","Moins de 15.000 km par an","Oui","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"100","LOAN2017_176","Groupe AXA","Formule Optimum",1695,1705,-0.00586510263929618,1695,"CLASSIQUE","LOAN2017",176,"Oui",1,103104,"Amortissable","Fixe","1,9",14,3,143,"Femme",39,"Célibataire",92190,"Salarié ","CDI","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"101","LOAN2017_176","Groupe AXA","Minimum",1060,1068,-0.00749063670411987,1060,"CLASSIQUE","LOAN2017",176,"Oui",1,103104,"Amortissable","Fixe","1,9",14,3,143,"Femme",39,"Célibataire",92190,"Salarié ","CDI","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"102","LOAN2017_177","Groupe AXA","Minimum",21104,22712,-0.0707995773159563,21104,"CLASSIQUE","LOAN2017",177,"Non",1,600000,"Amortissable","Fixe","1,7",17,0,45,"Homme",40,"Concubinage",84480,"Artisan","CDI","Temps plein","Non","Non","oui",0.5,"Homme","54","Concubinage","Enseignant","CDI","Temps plein","Non","Oui","Non","0.5",NA
"103","LOAN2017_178","Groupe AXA","Minimum",507,473,0.0718816067653276,507,"CLASSIQUE","LOAN2017",178,"Oui",1,76025,"Amortissable","Fixe","1,9",20,1,11,"Homme",21,"Concubinage",45210,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"104","LOAN2017_179","Groupe AXA","Formule Optimum",1422,1430,-0.0055944055944056,1422,"CLASSIQUE","LOAN2017",179,"Non",1,109720,"Amortissable","Fixe","1,7",15,0,158,"Homme",30,"Marié",93220,"Fonctionnaire","TNS","Temps plein","Non","Non","Non",0.7,"Homme","41","Pacs","Recherche d'emploi","None","None","None","None","Non","0.3",NA
"105","LOAN2017_18","Groupe AXA","Formule Optimum",2015,2117,-0.048181388757676,2015,"CLASSIQUE","LOAN2017",18,"Non",1,150000,"Amortissable","Fixe","1,7",20,0,70,"Homme",25,"Marié",75006,"Chef d'entreprise","CDI","Temps plein","Non","Non","Non",0.7,"Femme","37","Marié","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"106","LOAN2017_18","Groupe AXA","Minimum",1338,1385,-0.0339350180505416,1338,"CLASSIQUE","LOAN2017",18,"Non",1,150000,"Amortissable","Fixe","1,7",20,0,70,"Homme",25,"Marié",75006,"Chef d'entreprise","CDI","Temps plein","Non","Non","Non",0.7,"Femme","37","Marié","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"107","LOAN2017_180","Groupe AXA","Formule Optimum",1792,1922,-0.0676378772112383,1792,"CLASSIQUE","LOAN2017",180,"Non",1,100760,"Amortissable","Variable","1,9",20,4,260,"Homme",37,"Concubinage",57385,"Salarié ","CDI","Temps plein","Non","Oui","Non",0.5,"Homme","30","Célibataire","Salarié ","CDI","Temps plein","Non","Non","Non","0.5",NA
"108","LOAN2017_180","Groupe AXA","Minimum",1127,1206,-0.0655058043117744,1127,"CLASSIQUE","LOAN2017",180,"Non",1,100760,"Amortissable","Variable","1,9",20,4,260,"Homme",37,"Concubinage",57385,"Salarié ","CDI","Temps plein","Non","Oui","Non",0.5,"Homme","30","Célibataire","Salarié ","CDI","Temps plein","Non","Non","Non","0.5",NA
"109","LOAN2017_181","Groupe AXA","Minimum",255,249,0.0240963855421688,255,"CLASSIQUE","LOAN2017",181,"Oui",1,65900,"Amortissable","Variable","1,6",13,0,166,"Homme",18,"Concubinage",66820,"Fonctionnaire","TNS","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"110","LOAN2017_182","Groupe AXA","Formule Optimum",5661,5518,0.0259151866618339,5661,"CLASSIQUE","LOAN2017",182,"Oui",1,381200,"Amortissable","Variable","1,9",20,0,269,"Homme",22,"Divorcé",69440,"Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"111","LOAN2017_182","Groupe AXA","Minimum",4331,4108,0.054284323271665,4331,"CLASSIQUE","LOAN2017",182,"Oui",1,381200,"Amortissable","Variable","1,9",20,0,269,"Homme",22,"Divorcé",69440,"Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"112","LOAN2017_183","Groupe AXA","Minimum",2230,2241,-0.00490852298081212,2230,"CLASSIQUE","LOAN2017",183,"Non",1,243200,"Amortissable","Fixe","1,8",15,1,246,"Homme",35,"Célibataire",78250,"Salarié cadre","CDI","Temps plein","Non","Non","Non",0.7,"Homme","41","Marié","Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"113","LOAN2017_184","Groupe AXA","Formule Optimum",1729,1613,0.0719156850588965,1729,"CLASSIQUE","LOAN2017",184,"Non",1,177300,"Amortissable","Variable","2",15,0,21,"Homme",33,"Concubinage",75007,"Salarié cadre","CDI","Temps plein","Non","Non","Non",0.7,"Homme","26","Célibataire","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"114","LOAN2017_184","Groupe AXA","Minimum",1104,1030,0.0718446601941747,1104,"CLASSIQUE","LOAN2017",184,"Non",1,177300,"Amortissable","Variable","2",15,0,21,"Homme",33,"Concubinage",75007,"Salarié cadre","CDI","Temps plein","Non","Non","Non",0.7,"Homme","26","Célibataire","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"115","LOAN2017_185","Groupe AXA","Minimum",184,180,0.0222222222222221,184,"CLASSIQUE","LOAN2017",185,"Oui",1,21400,"Amortissable","Fixe","1,8",20,0,130,"Homme",29,"Marié",69430,"Salarié cadre","CDI","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"116","LOAN2017_186","Groupe AXA","Minimum",3644,3641,0.000823949464432872,3644,"CLASSIQUE","LOAN2017",186,"Oui",1,181400,"Amortissable","Fixe","1,4",23,0,101,"Homme",33,"Pacs",13210,"Salarié ","TNS","Temps plein","Non","Non","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"117","LOAN2017_187","Groupe AXA","Minimum",1527,1522,0.00328515111695138,1527,"CLASSIQUE","LOAN2017",187,"Oui",1,155800,"Amortissable","Variable","1,9",20,0,175,"Femme",33,"Célibataire",54760,"Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"118","LOAN2017_188","Groupe AXA","Minimum",1759,1732,0.0155889145496535,1759,"CLASSIQUE","LOAN2017",188,"Oui",1,169000,"Amortissable","Fixe","1,6",23,0,83,"Femme",28,"Marié",93360,"Artisan","CDI","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"119","LOAN2017_19","Groupe AXA","Minimum",4957,5088,-0.0257468553459119,4957,"CLASSIQUE","LOAN2017",19,"Non",1,150000,"Amortissable","Fixe","1,7",20,0,70,"Homme",50,"Marié",75006,"Chef d'entreprise","CDI","Temps plein","Non","Non","Non",0.7,"Femme","37","Marié","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"120","LOAN2017_190","Groupe AXA","Minimum",3496,3500,-0.00114285714285711,3496,"CLASSIQUE","LOAN2017",190,"Oui",1,149110,"Amortissable","Fixe","1,8",25,1,153,"Homme",33,"Célibataire",44290,"Fonctionnaire","Intérimaire","Temps plein","Non","Non","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"121","LOAN2017_191","Groupe AXA","Formule Optimum",4251,4011,0.0598354525056095,4251,"CLASSIQUE","LOAN2017",191,"Non",1,210807,"Amortissable","Fixe","1,5",20,2,110,"Homme",32,"Pacs",47290,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.7,"Homme","40","Marié","Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"122","LOAN2017_191","Groupe AXA","Minimum",2662,2508,0.0614035087719298,2662,"CLASSIQUE","LOAN2017",191,"Non",1,210807,"Amortissable","Fixe","1,5",20,2,110,"Homme",32,"Pacs",47290,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.7,"Homme","40","Marié","Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"123","LOAN2017_192","Groupe AXA","Minimum",9011,9156,-0.0158366098733072,9011,"CLASSIQUE","LOAN2017",192,"Oui",1,222000,"Amortissable","Fixe","2,1",25,0,114,"Homme",45,"Marié",93340,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"124","LOAN2017_193","Groupe AXA","Minimum",3652,3981,-0.0826425521225823,3652,"CLASSIQUE","LOAN2017",193,"Non",1,290970,"Amortissable","Fixe","1,7",20,0,127,"Homme",37,"Concubinage",69690,"Fonctionnaire","CDI","Temps partiel","Moins de 15.000 km par an","Non","Non",0.7,"Homme","35","Célibataire","Artisan","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"125","LOAN2017_194","Groupe AXA","Minimum",10399,9967,0.0433430320056185,10399,"CLASSIQUE","LOAN2017",194,"Non",1,395427,"Amortissable","Variable","1,5",25,1,254,"Homme",41,"Célibataire",2600,"Chef d'entreprise","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.5,"Homme","32","Pacs","Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","oui","0.5",NA
"126","LOAN2017_195","Groupe AXA","Minimum",1467,1369,0.0715850986121256,1467,"CLASSIQUE","LOAN2017",195,"Oui",1,141000,"Amortissable","Fixe","1,2",20,4,365,"Homme",33,"Pacs",34730,"Profession Libérale","TNS","Temps plein","Moins de 15.000 km par an","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"127","LOAN2017_196","Groupe AXA","Minimum",2272,2296,-0.0104529616724739,2272,"CLASSIQUE","LOAN2017",196,"Oui",1,134400,"Amortissable","Fixe","1,9",20,0,252,"Homme",39,"Célibataire",25870,"Fonctionnaire","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"128","LOAN2017_198","Groupe AXA","Formule Optimum",15502,15563,-0.00391955278545264,15502,"CLASSIQUE","LOAN2017",198,"Non",1,285728,"Amortissable","Fixe","1,7",24,0,284,"Homme",38,"Concubinage",38450,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.7,"Homme","53","Marié","Commerçant","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"129","LOAN2017_198","Groupe AXA","Minimum",10591,10794,-0.0188067444876784,10591,"CLASSIQUE","LOAN2017",198,"Non",1,285728,"Amortissable","Fixe","1,7",24,0,284,"Homme",38,"Concubinage",38450,"Salarié cadre","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.7,"Homme","53","Marié","Commerçant","CDI","Temps plein","Moins de 15.000 km par an","Non","Non","0.3",NA
"130","LOAN2017_199","Groupe AXA","Minimum",1097,971,0.129763130792997,1097,"CLASSIQUE","LOAN2017",199,"Oui",1,158880,"Amortissable","Variable","1,4",15,0,139,"Homme",32,"Concubinage",94550,"Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"131","LOAN2017_20","Groupe AXA","Minimum",2694,2776,-0.0295389048991355,2694,"CLASSIQUE","LOAN2017",20,"Non",1,150000,"Amortissable","Fixe","1,7",20,0,70,"Homme",36,"Marié",75006,"Chef d'entreprise","CDI","Temps plein","Non","Non","Oui",0.7,"Femme","37","Marié","Salarié cadre","CDI","Temps plein","Non","Non","Non","0.3",NA
"132","LOAN2017_200","Groupe AXA","Minimum",548,529,0.0359168241965973,548,"CLASSIQUE","LOAN2017",200,"Oui",1,103000,"Amortissable","Fixe","1,9",15,2,143,"Homme",26,"Célibataire",62170,"Salarié ","CDI","Temps plein","Non","Non","Non",1,"None","None","None","None","None","None","None","None","None","None",NA
"133","LOAN2017_201","Groupe AXA","Minimum",1841,1851,-0.00540248514316588,1841,"CLASSIQUE","LOAN2017",201,"Non",1,69000,"Amortissable","Fixe","1,8",20,0,126,"Homme",43,"Pacs",10140,"Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","oui",0.5,"Homme","25","Pacs","Salarié ","CDI","Temps plein","Non","Non","Non","0.5",NA
"134","LOAN2017_203","Groupe AXA","Minimum",8280,8375,-0.0113432835820896,8280,"CLASSIQUE","LOAN2017",203,"Oui",1,120300,"Amortissable","Fixe","1,6",15,0,158,"Femme",53,"Marié",6670,"Salarié ","CDI","Temps plein","Non","Non","oui",1,"None","None","None","None","None","None","None","None","None","None",NA
"135","LOAN2017_204","Groupe AXA","Minimum",2321,2478,-0.0633575464083939,2321,"CLASSIQUE","LOAN2017",204,"Non",1,193921,"Amortissable","Fixe","1,4",20,1,136,"Homme",35,"Célibataire",22200,"Chef d'entreprise","CDI","Temps plein","Non","Non","Non",0.5,"Homme","37","Marié","Salarié ","CDI","Temps partiel","Non","Non","Non","0.5",NA
"136","LOAN2017_205","Groupe AXA","Minimum",7382,7468,-0.0115158007498661,7382,"CLASSIQUE","LOAN2017",205,"Non",1,218000,"Amortissable","Fixe","1,7",20,0,165,"Femme",46,"Pacs",75001,"Salarié cadre","CDI","Temps plein","Non","Non","oui",0.5,"Homme","30","Divorcé","Salarié ","TNS","Temps plein","Non","Non","Non","0.5",NA
"137","LOAN2017_206","Groupe AXA","Minimum",7490,7303,0.0256059153772423,7490,"CLASSIQUE","LOAN2017",206,"Non",1,181340,"Amortissable","Fixe","2",30,0,298,"Homme",40,"Célibataire",94400,"Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.5,"Femme","41","Célibataire","Salarié ","CDI","Temps plein","Non","Non","Non","0.5",NA
"138","LOAN2017_207","Groupe AXA","Formule Optimum",2196,2178,0.00826446280991733,2196,"CLASSIQUE","LOAN2017",207,"Non",1,135690,"Amortissable","Variable","1,8",15,0,56,"Homme",35,"Concubinage",92360,"Salarié cadre","CDI","Temps plein","Non","Non","oui",0.5,"Homme","26","Célibataire","Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Non","oui","0.5",NA
"139","LOAN2017_208","Groupe AXA","Minimum",2920,3200,-0.0875,2920,"CLASSIQUE","LOAN2017",208,"Non",1,144900,"Amortissable","Variable","1,6",20,0,158,"Femme",37,"Marié",13009,"Salarié ","CDI","Temps partiel","Entre 15.000 et 20.000 km par an","Non","oui",0.7,"Homme","39","Concubinage","Salarié ","CDI","Temps partiel","Entre 15.000 et 20.000 km par an","Non","Non","0.3",NA
"140","LOAN2017_209","Groupe AXA","Minimum",240,268,-0.104477611940298,240,"CLASSIQUE","LOAN2017",209,"Non",1,28000,"Amortissable","Fixe","1,7",15,0,67,"Homme",37,"Pacs",95220,"Profession Libérale","CDI","Temps plein","Moins de 15.000 km par an","Non","Non",0.5,"Femme","37","Célibataire","Salarié ","CDI","Temps plein","Entre 15.000 et 20.000 km par an","Oui","Non","0.5",NA
"141","LOAN2017_210","Groupe AXA","Minimum",1290,1203,0.0723192019950125,1290,"CLASSIQUE","LOAN2017",210,"Non",1,162000,"Amortissable","Variable","1,4",15,0,22,"Homme",37,"Pacs",91360,"Salarié ","CDI","Temps plein","Moins de 15.000 km par an","Oui","Non",0.5,"Femme","35","Célibataire","Chef d'entreprise","CDI","Temps plein","Non","Non","Non","0.5",NA
"142","LOAN2017_211","Groupe AXA","Formule Optimum",9130,9222,-0.00997614400346991,9130,"CLASSIQUE","LOAN2017",211,"Non",1,186880,"Amortissable","Fixe","1,6",20,0,185,"Homme",45,"Marié",59880,"Ouvrier","CDI","Temps plein","Entre 15.000 et 20.000 km par an","Non","Non",0.5,"Homme","41","Pacs","Salarié ","CDI","Temps plein","Non","Non","Non","0.5",NA
